0	0
0.00020833	0.14286
0.00041667	0
0.000625	0
0.00083333	0.14286
0.0010417	0
0.00125	0.14286
0.0014583	0.14286
0.0016667	0
0.001875	0.28571
0.0020833	0.14286
0.0022917	0
0.0025	0.14286
0.0027083	0.14286
0.0029167	0
0.003125	0.28571
0.0033333	0
0.0035417	0
0.00375	0.28571
0.0039583	0.42857
0.0041667	0.14286
0.004375	0.14286
0.0045833	0.28571
0.0047917	0.28571
0.005	0.14286
0.0052083	0.14286
0.0054167	0.14286
0.005625	0.42857
0.0058333	0.28571
0.0060417	0.28571
0.00625	0.14286
0.0064583	0.28571
0.0066667	0.28571
0.006875	0.28571
0.0070833	0.28571
0.0072917	0.28571
0.0075	0.28571
0.0077083	0.28571
0.0079167	0.42857
0.008125	0.28571
0.0083333	0.28571
0.0085417	0.42857
0.00875	0.42857
0.0089583	0.28571
0.0091667	0.28571
0.009375	0.42857
0.0095833	0.42857
0.0097917	0.28571
0.01	0.28571
0.010208	0.28571
0.010417	0.42857
0.010625	0.42857
0.010833	0.42857
0.011042	0.42857
0.01125	0.28571
0.011458	0.28571
0.011667	0.57143
0.011875	0.57143
0.012083	0.57143
0.012292	0.71429
0.0125	0.42857
0.012708	0.57143
0.012917	0.57143
0.013125	0.42857
0.013333	0.42857
0.013542	0.42857
0.01375	0.42857
0.013958	0.42857
0.014167	0.71429
0.014375	0.57143
0.014583	0.42857
0.014792	0.71429
0.015	0.57143
0.015208	0.71429
0.015417	0.85714
0.015625	0.85714
0.015833	0.57143
0.016042	0.85714
0.01625	0.57143
0.016667	0.85714
0.016667	0.57143
0.016875	0.71429
0.017083	0.85714
0.017292	0.71429
0.0175	0.85714
0.017708	0.85714
0.017917	0.57143
0.018125	0.85714
0.018333	0.85714
0.018542	0.85714
0.01875	0.71429
0.018958	0.85714
0.019167	0.85714
0.019375	0.85714
0.019583	0.85714
0.019792	0.85714
0.02	0.85714
0.020208	0.85714
0.020417	0.85714
0.020625	0.85714
0.020833	0.85714
0.021042	0.85714
0.021458	0.85714
0.021458	0.85714
0.021875	1
0.021875	0.85714
0.022083	0.85714
